Miniball.Clu0.Cry0.Seg0.X:	207.884
Miniball.Clu0.Cry0.Seg0.Y:	-0.089693
Miniball.Clu0.Cry0.Seg0.Z:	242.286
Miniball.Clu0.Cry0.Seg0.Theta:	0.709128
Miniball.Clu0.Cry0.Seg0.Phi:	-0.000431456
Miniball.Clu0.Cry0.Seg0.Ctr:	1256
Miniball.Clu0.Cry0.Seg1.X:	198.012
Miniball.Clu0.Cry0.Seg1.Y:	18.1903
Miniball.Clu0.Cry0.Seg1.Z:	247.454
Miniball.Clu0.Cry0.Seg1.Theta:	0.676912
Miniball.Clu0.Cry0.Seg1.Phi:	0.0916077
Miniball.Clu0.Cry0.Seg1.Ctr:	1391
Miniball.Clu0.Cry0.Seg2.X:	180.38
Miniball.Clu0.Cry0.Seg2.Y:	18.1736
Miniball.Clu0.Cry0.Seg2.Z:	257.909
Miniball.Clu0.Cry0.Seg2.Theta:	0.612692
Miniball.Clu0.Cry0.Seg2.Phi:	0.100413
Miniball.Clu0.Cry0.Seg2.Ctr:	1445
Miniball.Clu0.Cry0.Seg3.X:	171.73
Miniball.Clu0.Cry0.Seg3.Y:	-0.143919
Miniball.Clu0.Cry0.Seg3.Z:	263.69
Miniball.Clu0.Cry0.Seg3.Theta:	0.577258
Miniball.Clu0.Cry0.Seg3.Phi:	-0.000838054
Miniball.Clu0.Cry0.Seg3.Ctr:	1528
Miniball.Clu0.Cry0.Seg4.X:	180.609
Miniball.Clu0.Cry0.Seg4.Y:	-18.0013
Miniball.Clu0.Cry0.Seg4.Z:	258.637
Miniball.Clu0.Cry0.Seg4.Theta:	0.611913
Miniball.Clu0.Cry0.Seg4.Phi:	-0.099342
Miniball.Clu0.Cry0.Seg4.Ctr:	1424
Miniball.Clu0.Cry0.Seg5.X:	198.833
Miniball.Clu0.Cry0.Seg5.Y:	-18.2134
Miniball.Clu0.Cry0.Seg5.Z:	247.909
Miniball.Clu0.Cry0.Seg5.Theta:	0.678024
Miniball.Clu0.Cry0.Seg5.Phi:	-0.0913465
Miniball.Clu0.Cry0.Seg5.Ctr:	1355
Miniball.Clu0.Cry1.Seg0.X:	130.691
Miniball.Clu0.Cry1.Seg0.Y:	51.0231
Miniball.Clu0.Cry1.Seg0.Z:	285.435
Miniball.Clu0.Cry1.Seg0.Theta:	0.456843
Miniball.Clu0.Cry1.Seg0.Phi:	0.372212
Miniball.Clu0.Cry1.Seg0.Ctr:	1860
Miniball.Clu0.Cry1.Seg1.X:	121.749
Miniball.Clu0.Cry1.Seg1.Y:	32.5641
Miniball.Clu0.Cry1.Seg1.Z:	291.245
Miniball.Clu0.Cry1.Seg1.Theta:	0.408395
Miniball.Clu0.Cry1.Seg1.Phi:	0.261351
Miniball.Clu0.Cry1.Seg1.Ctr:	1977
Miniball.Clu0.Cry1.Seg2.X:	131.302
Miniball.Clu0.Cry1.Seg2.Y:	14.7877
Miniball.Clu0.Cry1.Seg2.Z:	286.91
Miniball.Clu0.Cry1.Seg2.Theta:	0.43158
Miniball.Clu0.Cry1.Seg2.Phi:	0.112151
Miniball.Clu0.Cry1.Seg2.Ctr:	1945
Miniball.Clu0.Cry1.Seg3.X:	150.16
Miniball.Clu0.Cry1.Seg3.Y:	14.7092
Miniball.Clu0.Cry1.Seg3.Z:	276.875
Miniball.Clu0.Cry1.Seg3.Theta:	0.498945
Miniball.Clu0.Cry1.Seg3.Phi:	0.0976454
Miniball.Clu0.Cry1.Seg3.Ctr:	1772
Miniball.Clu0.Cry1.Seg4.X:	159.309
Miniball.Clu0.Cry1.Seg4.Y:	32.7411
Miniball.Clu0.Cry1.Seg4.Z:	272.586
Miniball.Clu0.Cry1.Seg4.Theta:	0.537953
Miniball.Clu0.Cry1.Seg4.Phi:	0.202697
Miniball.Clu0.Cry1.Seg4.Ctr:	1645
Miniball.Clu0.Cry1.Seg5.X:	149.302
Miniball.Clu0.Cry1.Seg5.Y:	51.1393
Miniball.Clu0.Cry1.Seg5.Z:	275.582
Miniball.Clu0.Cry1.Seg5.Theta:	0.520079
Miniball.Clu0.Cry1.Seg5.Phi:	0.329999
Miniball.Clu0.Cry1.Seg5.Ctr:	1601
Miniball.Clu0.Cry2.Seg0.X:	129.912
Miniball.Clu0.Cry2.Seg0.Y:	-50.7297
Miniball.Clu0.Cry2.Seg0.Z:	284.497
Miniball.Clu0.Cry2.Seg0.Theta:	0.455791
Miniball.Clu0.Cry2.Seg0.Phi:	-0.372284
Miniball.Clu0.Cry2.Seg0.Ctr:	1827
Miniball.Clu0.Cry2.Seg1.X:	149.376
Miniball.Clu0.Cry2.Seg1.Y:	-51.2117
Miniball.Clu0.Cry2.Seg1.Z:	276.041
Miniball.Clu0.Cry2.Seg1.Theta:	0.519619
Miniball.Clu0.Cry2.Seg1.Phi:	-0.330279
Miniball.Clu0.Cry2.Seg1.Ctr:	1648
Miniball.Clu0.Cry2.Seg2.X:	158.649
Miniball.Clu0.Cry2.Seg2.Y:	-32.6476
Miniball.Clu0.Cry2.Seg2.Z:	271.149
Miniball.Clu0.Cry2.Seg2.Theta:	0.538474
Miniball.Clu0.Cry2.Seg2.Phi:	-0.202952
Miniball.Clu0.Cry2.Seg2.Ctr:	1668
Miniball.Clu0.Cry2.Seg3.X:	149.91
Miniball.Clu0.Cry2.Seg3.Y:	-14.4796
Miniball.Clu0.Cry2.Seg3.Z:	276.728
Miniball.Clu0.Cry2.Seg3.Theta:	0.498414
Miniball.Clu0.Cry2.Seg3.Phi:	-0.0962902
Miniball.Clu0.Cry2.Seg3.Ctr:	1711
Miniball.Clu0.Cry2.Seg4.X:	131.46
Miniball.Clu0.Cry2.Seg4.Y:	-14.5523
Miniball.Clu0.Cry2.Seg4.Z:	286.899
Miniball.Clu0.Cry2.Seg4.Theta:	0.431973
Miniball.Clu0.Cry2.Seg4.Phi:	-0.110248
Miniball.Clu0.Cry2.Seg4.Ctr:	1838
Miniball.Clu0.Cry2.Seg5.X:	121.06
Miniball.Clu0.Cry2.Seg5.Y:	-32.7605
Miniball.Clu0.Cry2.Seg5.Z:	289.904
Miniball.Clu0.Cry2.Seg5.Theta:	0.408297
Miniball.Clu0.Cry2.Seg5.Phi:	-0.264283
Miniball.Clu0.Cry2.Seg5.Ctr:	1917
Miniball.Clu1.Cry0.Seg0.X:	46.7149
Miniball.Clu1.Cry0.Seg0.Y:	182.709
Miniball.Clu1.Cry0.Seg0.Z:	256.381
Miniball.Clu1.Cry0.Seg0.Theta:	0.634203
Miniball.Clu1.Cry0.Seg0.Phi:	1.32048
Miniball.Clu1.Cry0.Seg0.Ctr:	1470
Miniball.Clu1.Cry0.Seg1.X:	37.8585
Miniball.Clu1.Cry0.Seg1.Y:	167.731
Miniball.Clu1.Cry0.Seg1.Z:	268.056
Miniball.Clu1.Cry0.Seg1.Theta:	0.570358
Miniball.Clu1.Cry0.Seg1.Phi:	1.34881
Miniball.Clu1.Cry0.Seg1.Ctr:	1579
Miniball.Clu1.Cry0.Seg2.X:	49.3896
Miniball.Clu1.Cry0.Seg2.Y:	151.036
Miniball.Clu1.Cry0.Seg2.Z:	272.958
Miniball.Clu1.Cry0.Seg2.Theta:	0.527201
Miniball.Clu1.Cry0.Seg2.Phi:	1.25475
Miniball.Clu1.Cry0.Seg2.Ctr:	1744
Miniball.Clu1.Cry0.Seg3.X:	69.3879
Miniball.Clu1.Cry0.Seg3.Y:	149.477
Miniball.Clu1.Cry0.Seg3.Z:	267.793
Miniball.Clu1.Cry0.Seg3.Theta:	0.551659
Miniball.Clu1.Cry0.Seg3.Phi:	1.13619
Miniball.Clu1.Cry0.Seg3.Ctr:	1621
Miniball.Clu1.Cry0.Seg4.X:	78.3331
Miniball.Clu1.Cry0.Seg4.Y:	165.469
Miniball.Clu1.Cry0.Seg4.Z:	258.126
Miniball.Clu1.Cry0.Seg4.Theta:	0.616901
Miniball.Clu1.Cry0.Seg4.Phi:	1.12865
Miniball.Clu1.Cry0.Seg4.Ctr:	1448
Miniball.Clu1.Cry0.Seg5.X:	67.0803
Miniball.Clu1.Cry0.Seg5.Y:	182.016
Miniball.Clu1.Cry0.Seg5.Z:	251.64
Miniball.Clu1.Cry0.Seg5.Theta:	0.656728
Miniball.Clu1.Cry0.Seg5.Phi:	1.2177
Miniball.Clu1.Cry0.Seg5.Ctr:	1464
Miniball.Clu1.Cry1.Seg0.X:	52.6052
Miniball.Clu1.Cry1.Seg0.Y:	91.0204
Miniball.Clu1.Cry1.Seg0.Z:	300.361
Miniball.Clu1.Cry1.Seg0.Theta:	0.336682
Miniball.Clu1.Cry1.Seg0.Phi:	1.04675
Miniball.Clu1.Cry1.Seg0.Ctr:	1938
Miniball.Clu1.Cry1.Seg1.X:	72.8069
Miniball.Clu1.Cry1.Seg1.Y:	89.881
Miniball.Clu1.Cry1.Seg1.Z:	294.914
Miniball.Clu1.Cry1.Seg1.Theta:	0.373776
Miniball.Clu1.Cry1.Seg1.Phi:	0.889965
Miniball.Clu1.Cry1.Seg1.Ctr:	1868
Miniball.Clu1.Cry1.Seg2.X:	82.2457
Miniball.Clu1.Cry1.Seg2.Y:	106.84
Miniball.Clu1.Cry1.Seg2.Z:	286.169
Miniball.Clu1.Cry1.Seg2.Theta:	0.440306
Miniball.Clu1.Cry1.Seg2.Phi:	0.91474
Miniball.Clu1.Cry1.Seg2.Ctr:	1786
Miniball.Clu1.Cry1.Seg3.X:	71.2993
Miniball.Clu1.Cry1.Seg3.Y:	123.784
Miniball.Clu1.Cry1.Seg3.Z:	281.238
Miniball.Clu1.Cry1.Seg3.Theta:	0.469973
Miniball.Clu1.Cry1.Seg3.Phi:	1.04821
Miniball.Clu1.Cry1.Seg3.Ctr:	1782
Miniball.Clu1.Cry1.Seg4.X:	50.9286
Miniball.Clu1.Cry1.Seg4.Y:	124.659
Miniball.Clu1.Cry1.Seg4.Z:	286.265
Miniball.Clu1.Cry1.Seg4.Theta:	0.439692
Miniball.Clu1.Cry1.Seg4.Phi:	1.18295
Miniball.Clu1.Cry1.Seg4.Ctr:	1884
Miniball.Clu1.Cry1.Seg5.X:	41.4259
Miniball.Clu1.Cry1.Seg5.Y:	108.014
Miniball.Clu1.Cry1.Seg5.Z:	295.278
Miniball.Clu1.Cry1.Seg5.Theta:	0.373404
Miniball.Clu1.Cry1.Seg5.Phi:	1.20457
Miniball.Clu1.Cry1.Seg5.Ctr:	1907
Miniball.Clu1.Cry2.Seg0.X:	134.365
Miniball.Clu1.Cry2.Seg0.Y:	131.637
Miniball.Clu1.Cry2.Seg0.Z:	256.323
Miniball.Clu1.Cry2.Seg0.Theta:	0.633083
